,1,2,3,4,5,hand_orientation,letter
580,1,straight,straight,straight,straight,vertical,m
581,3,bent,bent,closed,bent,vertical,n
582,3,bent,bent,bent,bent,vertical,n
583,3,bent,bent,bent,bent,vertical,n
584,2,bent,bent,bent,bent,vertical,n
585,3,bent,bent,closed,bent,vertical,n
586,3,bent,bent,closed,bent,vertical,n
587,2,bent,bent,closed,closed,vertical,n
588,1,straight,straight,bent,bent,horizontal,n
589,1,straight,straight,straight,straight,vertical,n
590,3,bent,bent,bent,closed,vertical,n
591,3,bent,bent,bent,bent,vertical,n
592,3,bent,bent,bent,bent,vertical,n
593,3,bent,bent,bent,bent,vertical,n
594,3,bent,bent,bent,bent,vertical,n
595,1,bent,bent,bent,bent,vertical,n
596,1,bent,bent,bent,bent,vertical,n
597,2,bent,bent,bent,bent,vertical,n
598,3,closed,bent,bent,bent,vertical,n
599,3,closed,bent,bent,bent,vertical,n
600,3,straight,straight,bent,bent,vertical,n
601,3,bent,bent,bent,bent,vertical,n
602,3,bent,bent,bent,bent,vertical,n
603,3,bent,bent,closed,bent,vertical,n
604,3,bent,bent,bent,bent,vertical,n
605,3,bent,bent,closed,bent,vertical,n
606,3,bent,bent,closed,bent,vertical,n
607,3,bent,bent,closed,bent,vertical,n
608,2,bent,bent,closed,closed,vertical,n
609,3,bent,bent,closed,bent,vertical,n
610,2,bent,bent,closed,closed,vertical,n
611,2,bent,bent,closed,closed,vertical,n
612,2,bent,closed,closed,closed,vertical,n
613,2,bent,bent,closed,closed,vertical,n
614,3,bent,bent,closed,bent,vertical,n
615,3,bent,bent,closed,closed,vertical,n
616,3,bent,bent,closed,closed,vertical,n
617,3,closed,bent,closed,closed,vertical,n
618,3,bent,bent,closed,closed,vertical,n
619,1,bent,bent,bent,bent,vertical,n
620,2,bent,bent,bent,closed,vertical,n
621,1,bent,bent,bent,closed,vertical,n
622,3,bent,bent,closed,bent,vertical,n
623,3,bent,bent,bent,bent,vertical,n
624,3,bent,bent,bent,bent,vertical,n
625,1,bent,bent,closed,closed,vertical,n
626,2,bent,bent,bent,bent,vertical,n
627,2,bent,bent,bent,bent,vertical,n
628,1,straight,straight,straight,straight,vertical,o
629,1,straight,straight,straight,straight,vertical,o
630,1,straight,straight,straight,straight,vertical,o
631,1,straight,straight,straight,straight,vertical,o
632,1,straight,bent,straight,straight,vertical,o
633,1,straight,straight,straight,straight,vertical,o
634,1,straight,straight,straight,straight,vertical,o
635,4,bent,straight,straight,straight,vertical,o
636,4,bent,straight,straight,straight,vertical,o
637,4,straight,straight,straight,straight,vertical,o
638,1,straight,straight,straight,straight,vertical,o
639,1,straight,straight,straight,straight,vertical,o
640,1,straight,straight,straight,straight,horizontal,o
641,1,straight,bent,bent,bent,horizontal,o
642,1,straight,straight,straight,straight,vertical,o
643,1,straight,bent,straight,straight,horizontal,o
644,1,straight,bent,bent,bent,vertical,o
645,1,straight,straight,bent,bent,vertical,o
646,1,straight,straight,bent,bent,horizontal,o
647,2,straight,straight,bent,bent,horizontal,o
648,1,straight,straight,bent,bent,horizontal,o
649,2,straight,straight,bent,bent,vertical,o
650,2,straight,bent,bent,bent,vertical,o
651,1,straight,straight,bent,bent,vertical,o
652,1,straight,bent,bent,bent,vertical,o
653,1,straight,bent,bent,bent,vertical,o
654,1,straight,bent,bent,bent,vertical,o
655,1,straight,straight,bent,bent,vertical,o
656,1,bent,bent,bent,bent,vertical,o
657,1,straight,straight,bent,bent,vertical,o
658,1,straight,straight,straight,straight,vertical,o
659,1,straight,straight,straight,straight,vertical,o
660,1,straight,straight,straight,straight,vertical,o
661,2,bent,straight,straight,straight,vertical,o
662,2,straight,straight,straight,straight,vertical,o
663,2,straight,straight,straight,straight,vertical,o
664,1,straight,straight,straight,straight,vertical,o
665,1,straight,straight,straight,straight,vertical,o
666,1,straight,straight,straight,straight,vertical,o
667,2,straight,straight,straight,straight,vertical,o
668,2,straight,straight,straight,straight,vertical,o
669,2,straight,straight,straight,straight,vertical,o
670,1,straight,straight,bent,straight,horizontal,p
671,1,straight,straight,bent,straight,horizontal,p
672,1,straight,straight,bent,bent,horizontal,p
673,1,straight,bent,bent,bent,vertical,p
674,1,straight,bent,bent,bent,vertical,p
675,1,straight,straight,bent,bent,vertical,p
676,1,straight,straight,straight,bent,horizontal,p
677,1,straight,straight,straight,straight,horizontal,p
678,1,straight,straight,bent,bent,vertical,p
679,1,straight,bent,bent,bent,vertical,p
680,1,straight,bent,bent,bent,vertical,p
681,4,straight,bent,bent,straight,vertical,p
682,1,straight,straight,straight,bent,horizontal,p
683,1,straight,straight,straight,straight,horizontal,p
684,1,straight,straight,straight,straight,horizontal,p
685,1,straight,straight,straight,straight,horizontal,p
686,1,straight,straight,straight,straight,horizontal,p
687,3,straight,bent,bent,bent,vertical,p
688,4,straight,bent,bent,bent,vertical,p
689,1,straight,straight,bent,bent,horizontal,p
690,1,straight,straight,bent,bent,horizontal,p
691,1,straight,straight,bent,bent,horizontal,p
692,1,straight,straight,straight,straight,horizontal,p
693,1,straight,straight,straight,bent,horizontal,p
694,1,straight,straight,straight,straight,horizontal,p
695,1,straight,straight,bent,bent,horizontal,p
696,1,straight,straight,bent,closed,horizontal,p
697,1,straight,straight,bent,bent,horizontal,p
698,1,straight,bent,bent,bent,vertical,p
699,1,straight,bent,bent,bent,vertical,p
700,1,straight,straight,straight,bent,vertical,p
701,1,straight,straight,bent,bent,horizontal,p
702,1,straight,straight,bent,bent,horizontal,p
703,1,straight,straight,bent,bent,vertical,p
704,1,straight,straight,bent,bent,horizontal,p
705,1,straight,straight,straight,bent,vertical,p
706,1,straight,straight,bent,bent,vertical,p
707,1,straight,bent,bent,bent,vertical,q
708,1,straight,bent,bent,bent,vertical,q
709,1,straight,bent,bent,bent,vertical,q
710,1,straight,straight,bent,straight,horizontal,q
711,1,straight,straight,straight,bent,horizontal,q
712,1,straight,straight,bent,straight,horizontal,q
713,1,straight,straight,bent,bent,horizontal,q
714,1,straight,bent,bent,bent,horizontal,q
715,1,straight,bent,bent,bent,horizontal,q
716,1,straight,bent,closed,closed,horizontal,q
717,1,straight,bent,bent,closed,horizontal,q
718,1,straight,bent,closed,bent,horizontal,q
719,1,straight,bent,bent,bent,vertical,q
720,1,straight,bent,bent,bent,vertical,q
721,1,straight,bent,bent,bent,horizontal,q
722,1,straight,bent,bent,bent,horizontal,q
723,1,straight,bent,bent,bent,vertical,q
724,1,straight,bent,bent,bent,vertical,q
725,1,straight,bent,closed,straight,vertical,q
726,4,straight,straight,bent,bent,horizontal,q
727,4,straight,bent,bent,bent,horizontal,q
728,4,straight,bent,bent,closed,horizontal,q
729,3,straight,bent,closed,closed,horizontal,q
730,3,straight,bent,closed,closed,horizontal,q
731,1,straight,bent,bent,straight,vertical,q
732,1,bent,bent,bent,straight,vertical,q
733,1,straight,bent,bent,bent,vertical,q
734,1,straight,bent,bent,bent,horizontal,q
735,1,straight,bent,closed,bent,horizontal,q
736,1,straight,bent,bent,bent,horizontal,q
737,3,straight,bent,bent,bent,horizontal,q
738,1,straight,bent,bent,straight,horizontal,q
739,3,straight,bent,bent,bent,vertical,q
740,4,straight,bent,bent,bent,horizontal,q
741,1,straight,bent,bent,bent,horizontal,q
742,1,straight,bent,bent,bent,horizontal,q
743,1,straight,bent,bent,bent,horizontal,q
744,1,straight,straight,straight,straight,horizontal,q
745,1,straight,straight,straight,bent,horizontal,q
746,1,straight,bent,bent,bent,horizontal,q
747,1,straight,straight,bent,bent,horizontal,q
748,1,straight,closed,closed,straight,horizontal,q
749,1,straight,bent,closed,bent,vertical,q
750,1,straight,bent,closed,bent,vertical,q
751,1,straight,bent,closed,bent,vertical,q
752,1,straight,straight,bent,bent,horizontal,q
753,3,straight,bent,bent,bent,horizontal,q
754,1,straight,straight,straight,straight,horizontal,q
755,3,straight,bent,bent,bent,horizontal,q
756,3,straight,straight,bent,bent,vertical,r
757,3,straight,straight,bent,bent,vertical,r
758,3,straight,straight,bent,bent,vertical,r
759,4,straight,straight,bent,bent,vertical,r
760,4,straight,straight,bent,bent,vertical,r
761,4,straight,straight,bent,bent,vertical,r
762,3,straight,straight,bent,bent,vertical,r
763,3,straight,straight,bent,bent,vertical,r
764,3,straight,straight,closed,bent,vertical,r
765,2,straight,straight,bent,bent,vertical,r
766,3,straight,straight,bent,bent,vertical,r
767,3,straight,straight,bent,bent,vertical,r
768,3,straight,straight,bent,bent,vertical,r
769,4,straight,straight,bent,bent,vertical,r
770,4,straight,straight,bent,bent,vertical,r
771,3,straight,straight,bent,bent,vertical,r
772,3,straight,straight,bent,bent,vertical,r
773,3,straight,straight,bent,bent,vertical,r
774,3,straight,straight,bent,bent,vertical,r
775,3,straight,straight,bent,bent,vertical,r
776,4,straight,straight,bent,bent,vertical,r
777,3,straight,straight,bent,bent,vertical,r
778,1,straight,straight,straight,straight,vertical,r
779,2,straight,straight,closed,bent,vertical,r
780,2,straight,straight,bent,bent,vertical,r
781,3,straight,straight,straight,bent,vertical,r
782,2,straight,straight,bent,bent,vertical,r
783,3,straight,straight,bent,bent,vertical,r
784,3,straight,straight,bent,bent,vertical,r
785,2,straight,straight,bent,bent,vertical,r
786,4,straight,straight,bent,bent,vertical,r
787,4,straight,straight,closed,bent,vertical,r
788,3,straight,straight,closed,closed,vertical,r
789,3,straight,straight,bent,bent,vertical,r
790,3,straight,straight,closed,bent,vertical,r
791,3,straight,straight,bent,bent,vertical,r
792,3,straight,straight,bent,bent,vertical,r
793,2,bent,bent,closed,closed,vertical,s
794,2,closed,closed,closed,closed,vertical,s
795,1,bent,bent,closed,closed,vertical,s
796,1,bent,bent,closed,closed,vertical,s
797,1,bent,bent,bent,bent,vertical,s
798,1,bent,bent,bent,bent,vertical,s
799,2,bent,bent,bent,bent,vertical,s
800,2,bent,bent,bent,bent,vertical,s
801,2,bent,bent,bent,bent,vertical,s
802,2,bent,bent,bent,bent,vertical,s
803,2,bent,bent,bent,bent,vertical,s
804,2,bent,closed,closed,closed,vertical,s
805,2,bent,bent,closed,closed,vertical,s
806,2,bent,bent,closed,closed,vertical,s
807,2,bent,bent,bent,bent,vertical,s
808,2,bent,bent,bent,bent,vertical,s
809,3,bent,bent,bent,bent,vertical,s
810,2,bent,bent,bent,bent,vertical,s
811,2,bent,bent,bent,bent,vertical,s
812,2,bent,bent,bent,bent,vertical,s
813,3,bent,bent,bent,bent,vertical,s
814,2,bent,bent,bent,bent,vertical,s
815,2,bent,bent,bent,bent,vertical,s
816,2,bent,bent,bent,bent,vertical,s
817,2,bent,bent,bent,bent,vertical,s
818,3,bent,bent,bent,bent,vertical,s
819,2,bent,bent,bent,bent,vertical,s
820,2,bent,bent,bent,bent,vertical,s
821,2,bent,bent,bent,bent,vertical,s
822,2,bent,bent,bent,bent,vertical,s
823,3,bent,bent,bent,bent,vertical,s
824,3,bent,bent,bent,bent,vertical,s
825,2,bent,bent,bent,bent,vertical,s
826,1,bent,bent,bent,bent,vertical,s
827,2,bent,bent,closed,closed,vertical,s
828,2,bent,bent,bent,bent,vertical,s
829,3,bent,bent,bent,bent,vertical,s
830,2,bent,bent,bent,bent,vertical,s
831,1,bent,closed,closed,closed,vertical,s
832,1,bent,closed,closed,closed,vertical,s
833,4,straight,straight,straight,straight,vertical,s
834,3,bent,bent,bent,bent,vertical,s
835,4,straight,straight,bent,bent,vertical,s
836,3,bent,bent,closed,bent,vertical,s
837,2,bent,bent,closed,bent,vertical,s
838,2,bent,bent,closed,bent,vertical,s
839,1,bent,bent,closed,bent,vertical,s
840,1,bent,bent,closed,closed,vertical,s
841,1,bent,bent,closed,closed,vertical,s
842,1,bent,bent,bent,bent,horizontal,s
843,2,bent,bent,bent,bent,vertical,s
844,2,bent,bent,bent,bent,vertical,s
845,2,bent,bent,bent,bent,vertical,s
846,1,bent,bent,bent,bent,vertical,t
847,1,bent,bent,bent,bent,vertical,t
848,1,bent,bent,bent,bent,vertical,t
849,3,closed,closed,closed,bent,vertical,t
850,2,bent,bent,closed,closed,vertical,t
851,3,bent,bent,bent,bent,vertical,t
852,1,bent,bent,bent,closed,vertical,t
853,1,bent,bent,bent,bent,vertical,t
854,1,bent,bent,bent,bent,vertical,t
855,1,bent,bent,closed,closed,vertical,t
856,1,bent,bent,bent,bent,vertical,t
857,2,bent,bent,bent,bent,vertical,t
858,1,bent,bent,closed,closed,vertical,t
859,1,bent,bent,closed,closed,vertical,t
860,2,bent,bent,closed,closed,vertical,t
861,1,bent,bent,bent,bent,vertical,t
862,1,bent,bent,bent,bent,vertical,t
863,1,bent,bent,closed,bent,vertical,t
864,2,bent,bent,closed,closed,vertical,t
865,2,bent,bent,closed,bent,vertical,t
866,1,bent,bent,closed,bent,vertical,t
867,1,bent,bent,bent,bent,vertical,t
868,1,bent,bent,bent,bent,vertical,t
869,1,bent,bent,bent,bent,vertical,t
870,1,bent,bent,bent,bent,vertical,t
871,1,closed,closed,closed,bent,vertical,t
872,1,bent,bent,bent,bent,vertical,t
873,1,bent,bent,bent,bent,vertical,t
874,1,bent,bent,bent,bent,vertical,t
875,1,bent,bent,bent,bent,vertical,t
876,1,bent,bent,bent,bent,vertical,t
877,2,bent,bent,bent,bent,vertical,t
878,2,bent,bent,bent,bent,vertical,t
879,1,bent,bent,bent,bent,vertical,t
880,4,straight,straight,bent,bent,vertical,u
881,4,straight,straight,bent,bent,vertical,u
882,4,straight,straight,bent,bent,vertical,u
883,3,straight,straight,bent,bent,vertical,u
884,3,straight,straight,bent,bent,vertical,u
885,3,straight,straight,bent,bent,vertical,u
886,3,straight,straight,bent,bent,vertical,u
887,3,straight,straight,bent,bent,vertical,u
888,4,straight,straight,closed,bent,vertical,u
889,1,straight,straight,closed,bent,vertical,u
890,3,straight,straight,bent,bent,vertical,u
891,3,straight,straight,closed,bent,vertical,u
892,3,straight,straight,closed,closed,vertical,u
893,4,straight,straight,bent,bent,vertical,u
894,3,straight,straight,bent,bent,vertical,u
895,3,straight,straight,closed,bent,vertical,u
896,3,straight,straight,bent,bent,vertical,u
897,3,straight,straight,bent,bent,vertical,u
898,3,straight,straight,closed,bent,vertical,u
899,3,straight,straight,bent,bent,vertical,u
900,3,straight,straight,bent,bent,vertical,u
901,3,straight,straight,bent,bent,vertical,u
902,3,straight,straight,bent,bent,vertical,u
903,3,straight,straight,bent,bent,vertical,u
904,3,straight,straight,bent,bent,vertical,u
905,3,straight,straight,bent,bent,vertical,u
906,1,straight,straight,bent,bent,vertical,u
907,1,straight,straight,bent,bent,vertical,u
908,1,straight,straight,bent,bent,vertical,u
909,3,straight,straight,bent,bent,vertical,u
910,3,straight,straight,bent,bent,vertical,u
911,4,straight,straight,closed,bent,vertical,u
912,4,straight,straight,bent,bent,vertical,u
913,4,straight,straight,bent,bent,vertical,u
914,4,straight,straight,bent,bent,vertical,u
915,3,straight,straight,bent,bent,vertical,u
916,3,straight,straight,bent,bent,vertical,u
917,3,straight,straight,straight,straight,vertical,u
918,1,straight,straight,straight,straight,vertical,u
919,3,straight,straight,bent,bent,vertical,u
920,3,straight,straight,bent,bent,vertical,u
921,3,straight,straight,bent,bent,vertical,u
922,1,straight,straight,bent,bent,vertical,v
923,1,straight,straight,bent,bent,horizontal,v
924,1,straight,straight,bent,bent,horizontal,v
925,4,straight,straight,bent,bent,vertical,v
926,4,straight,straight,bent,bent,vertical,v
927,4,straight,straight,bent,bent,vertical,v
928,4,straight,straight,bent,bent,vertical,v
929,4,straight,straight,bent,bent,vertical,v
930,2,straight,straight,bent,bent,vertical,v
931,4,straight,straight,straight,bent,vertical,v
932,3,straight,straight,bent,bent,vertical,v
933,4,straight,straight,bent,bent,vertical,v
934,3,straight,straight,bent,bent,vertical,v
935,3,straight,straight,bent,bent,vertical,v
936,3,straight,straight,bent,bent,vertical,v
937,3,straight,straight,bent,bent,vertical,v
938,3,straight,straight,bent,bent,vertical,v
939,3,straight,straight,bent,bent,vertical,v
940,1,straight,straight,bent,bent,vertical,v
941,1,straight,straight,bent,bent,vertical,v
942,1,straight,straight,bent,bent,vertical,v
943,3,straight,straight,bent,bent,vertical,v
944,3,straight,straight,bent,bent,vertical,v
945,3,straight,straight,bent,bent,vertical,v
946,2,straight,straight,bent,bent,vertical,v
947,2,straight,straight,bent,bent,vertical,v
948,1,straight,straight,straight,straight,horizontal,v
949,4,straight,straight,straight,bent,vertical,v
950,3,straight,straight,bent,bent,vertical,v
951,3,straight,straight,bent,bent,vertical,v
952,3,straight,straight,bent,bent,vertical,v
953,1,straight,straight,bent,bent,vertical,v
954,1,straight,straight,bent,bent,vertical,v
955,3,straight,straight,straight,bent,vertical,v
956,2,straight,straight,straight,straight,vertical,v
957,3,straight,straight,straight,straight,vertical,v
958,4,straight,straight,bent,bent,vertical,v
959,3,straight,straight,bent,bent,vertical,v
960,3,straight,straight,bent,bent,vertical,v
961,3,straight,straight,bent,bent,vertical,v
962,1,straight,straight,straight,bent,vertical,w
963,1,straight,straight,straight,straight,vertical,w
964,1,straight,straight,straight,straight,vertical,w
965,1,straight,straight,straight,bent,vertical,w
966,1,straight,straight,straight,bent,vertical,w
967,2,straight,straight,straight,bent,vertical,w
968,1,straight,straight,straight,bent,vertical,w
969,1,straight,straight,straight,bent,vertical,w
970,4,straight,straight,straight,bent,vertical,w
971,3,straight,straight,straight,bent,vertical,w
972,3,straight,straight,straight,bent,vertical,w
973,4,straight,straight,straight,bent,vertical,w
974,4,straight,straight,straight,bent,vertical,w
975,4,straight,straight,straight,bent,vertical,w
976,3,straight,straight,straight,straight,vertical,w
977,4,straight,straight,straight,straight,vertical,w
978,1,straight,straight,straight,bent,vertical,w
979,1,straight,straight,straight,straight,vertical,w
980,3,straight,straight,straight,straight,horizontal,w
981,2,straight,straight,straight,straight,vertical,w
982,4,straight,straight,bent,bent,vertical,w
983,4,straight,straight,straight,bent,vertical,w
984,4,straight,straight,bent,closed,vertical,w
985,1,straight,straight,straight,bent,vertical,w
986,4,straight,straight,bent,bent,vertical,w
987,4,straight,straight,bent,bent,vertical,w
988,4,straight,straight,straight,bent,vertical,w
989,4,straight,straight,straight,bent,vertical,w
990,4,straight,straight,straight,bent,vertical,w
991,1,straight,straight,straight,straight,vertical,w
992,4,straight,straight,straight,bent,vertical,w
993,4,straight,straight,straight,straight,vertical,w
994,4,straight,straight,straight,straight,vertical,w
995,4,straight,straight,straight,straight,vertical,w
996,4,straight,straight,straight,bent,vertical,w
997,4,straight,straight,straight,bent,vertical,w
998,4,straight,straight,straight,bent,vertical,w
999,4,straight,straight,straight,straight,vertical,w
1000,1,straight,bent,closed,closed,vertical,x
1001,1,straight,bent,closed,closed,vertical,x
1002,1,straight,straight,bent,straight,vertical,x
1003,3,straight,bent,bent,bent,vertical,x
1004,1,straight,bent,bent,bent,vertical,x
1005,1,straight,bent,bent,bent,vertical,x
1006,1,straight,closed,closed,closed,vertical,x
1007,1,bent,bent,bent,bent,vertical,x
1008,1,straight,closed,closed,closed,vertical,x
1009,1,straight,closed,closed,closed,vertical,x
1010,1,straight,closed,closed,closed,vertical,x
1011,1,straight,closed,closed,closed,vertical,x
1012,1,straight,closed,closed,bent,vertical,x
1013,1,straight,closed,closed,bent,vertical,x
1014,1,straight,closed,closed,bent,vertical,x
1015,1,straight,bent,bent,bent,vertical,x
1016,1,straight,closed,closed,closed,vertical,x
1017,1,straight,closed,closed,closed,vertical,x
1018,1,straight,straight,straight,bent,vertical,x
1019,1,straight,straight,bent,bent,vertical,x
1020,1,straight,straight,straight,bent,vertical,x
1021,1,straight,straight,straight,straight,horizontal,x
1022,1,straight,closed,closed,closed,vertical,x
1023,1,straight,closed,closed,bent,vertical,x
1024,1,straight,closed,closed,closed,vertical,x
1025,1,straight,closed,closed,closed,vertical,x
1026,1,straight,closed,closed,closed,vertical,x
1027,1,bent,closed,closed,closed,vertical,x
1028,1,straight,closed,closed,bent,vertical,x
1029,1,straight,closed,closed,bent,vertical,x
1030,1,straight,closed,closed,closed,vertical,x
1031,1,straight,closed,closed,closed,vertical,x
1032,1,straight,closed,closed,closed,vertical,x
1033,1,straight,closed,closed,closed,vertical,x
1034,1,straight,closed,closed,closed,vertical,x
1035,1,straight,closed,closed,closed,vertical,x
1036,1,straight,closed,closed,closed,vertical,x
1037,1,straight,closed,closed,closed,vertical,x
1038,1,straight,bent,bent,bent,vertical,x
1039,1,straight,bent,bent,bent,vertical,x
1040,2,straight,bent,bent,bent,vertical,x
1041,1,straight,bent,bent,bent,vertical,x
1042,1,straight,bent,bent,bent,vertical,x
1043,1,straight,closed,closed,closed,vertical,x
1044,1,straight,closed,closed,closed,vertical,x
1045,1,straight,closed,closed,closed,vertical,x
1046,1,straight,closed,closed,closed,vertical,x
1047,1,straight,closed,closed,closed,vertical,x
1048,1,straight,closed,closed,closed,vertical,x
1049,1,straight,closed,closed,closed,vertical,x
1050,1,straight,bent,closed,closed,vertical,x
1051,2,straight,bent,closed,closed,vertical,x
1052,1,straight,closed,closed,closed,vertical,x
1053,1,straight,closed,closed,closed,vertical,x
1054,1,straight,closed,closed,closed,vertical,x
1055,1,closed,bent,closed,straight,vertical,y
1056,1,bent,bent,bent,straight,vertical,y
1057,1,bent,bent,closed,straight,vertical,y
1058,1,closed,closed,closed,straight,vertical,y
1059,1,bent,closed,closed,straight,vertical,y
1060,1,bent,bent,bent,straight,vertical,y
1061,1,bent,bent,bent,straight,vertical,y
1062,1,bent,bent,bent,straight,vertical,y
1063,1,bent,bent,bent,straight,vertical,y
1064,1,closed,closed,closed,straight,vertical,y
1065,1,bent,bent,closed,straight,vertical,y
1066,1,bent,bent,bent,straight,vertical,y
1067,1,bent,bent,closed,straight,vertical,y
1068,1,bent,bent,bent,straight,vertical,y
1069,1,bent,bent,bent,straight,vertical,y
1070,1,closed,bent,closed,straight,vertical,y
1071,1,closed,bent,closed,straight,vertical,y
1072,1,bent,bent,closed,straight,vertical,y
1073,1,bent,bent,bent,straight,vertical,y
1074,1,bent,bent,bent,straight,vertical,y
1075,1,bent,bent,closed,straight,vertical,y
1076,1,bent,bent,bent,straight,vertical,y
1077,1,bent,bent,bent,straight,vertical,y
1078,1,bent,bent,bent,straight,vertical,y
1079,1,bent,bent,closed,straight,vertical,y
1080,1,bent,bent,closed,straight,vertical,y
1081,1,bent,bent,bent,straight,vertical,y
1082,1,closed,closed,closed,straight,vertical,y
1083,1,closed,closed,closed,straight,vertical,y
1084,1,bent,bent,bent,straight,vertical,y
1085,1,bent,straight,bent,straight,vertical,y
1086,1,bent,bent,bent,straight,vertical,y
1087,1,bent,bent,bent,straight,vertical,y
1088,1,bent,bent,closed,straight,vertical,y
1089,1,bent,bent,bent,bent,vertical,y
1090,1,bent,bent,bent,bent,vertical,y
1091,1,closed,closed,closed,straight,vertical,y
1092,1,bent,bent,closed,straight,vertical,y
1093,1,bent,bent,bent,straight,vertical,y
1094,1,closed,closed,closed,closed,vertical,a
1095,1,closed,closed,closed,closed,vertical,a
1096,1,closed,closed,closed,closed,vertical,a
1097,3,straight,straight,straight,straight,vertical,b
1098,4,straight,straight,straight,straight,vertical,b
1099,3,straight,straight,straight,straight,vertical,b
1100,1,straight,straight,straight,straight,vertical,c
1101,1,straight,straight,straight,straight,vertical,c
1102,1,straight,straight,straight,straight,vertical,c
1103,1,straight,straight,straight,straight,vertical,c
1104,1,straight,bent,bent,bent,vertical,d
1105,1,straight,bent,bent,bent,vertical,d
1106,1,straight,bent,bent,bent,vertical,d
1107,3,bent,bent,bent,bent,vertical,e
1108,1,bent,bent,bent,bent,vertical,e
1109,1,bent,bent,bent,bent,vertical,e
1110,1,straight,straight,straight,straight,vertical,f
1111,1,straight,straight,straight,straight,vertical,f
1112,1,straight,bent,bent,bent,horizontal,g
1113,2,straight,bent,bent,closed,horizontal,g
1114,1,straight,bent,bent,bent,horizontal,g
1115,1,straight,straight,bent,closed,vertical,h
1116,1,straight,straight,bent,bent,horizontal,h
1117,1,straight,straight,bent,closed,horizontal,h
1118,1,bent,bent,bent,straight,vertical,i
1119,1,bent,bent,bent,straight,vertical,i
1120,1,straight,bent,closed,bent,vertical,k
1121,1,straight,bent,bent,bent,vertical,k
1122,1,straight,closed,closed,closed,vertical,l
1123,1,straight,closed,closed,closed,vertical,l
1124,1,straight,bent,closed,closed,vertical,l
1125,3,bent,bent,bent,closed,vertical,m
1126,3,bent,bent,bent,closed,vertical,m
1127,3,bent,bent,closed,closed,vertical,n
1128,2,bent,bent,closed,closed,vertical,n
1129,1,straight,straight,straight,straight,vertical,o
1130,1,straight,straight,straight,straight,vertical,o
1131,1,straight,bent,bent,bent,vertical,p
1132,1,straight,closed,closed,bent,vertical,p
1133,1,straight,bent,bent,bent,horizontal,q
1134,1,straight,bent,closed,bent,horizontal,q
1135,3,straight,straight,bent,bent,vertical,r
1136,1,straight,straight,bent,closed,vertical,r
1137,1,closed,closed,closed,closed,vertical,s
1138,1,bent,closed,closed,closed,vertical,s
1139,1,straight,bent,bent,closed,horizontal,t
1140,1,straight,bent,bent,closed,horizontal,t
1141,3,straight,straight,bent,bent,vertical,u
1142,2,straight,straight,bent,bent,vertical,u
1143,3,straight,straight,bent,bent,vertical,v
1144,1,straight,straight,bent,bent,vertical,v
1145,3,straight,straight,straight,bent,vertical,w
1146,3,straight,straight,straight,bent,vertical,w
1147,1,straight,bent,closed,closed,vertical,x
1148,1,straight,bent,closed,closed,vertical,x
1149,4,straight,bent,bent,bent,vertical,x
1150,1,bent,closed,closed,straight,vertical,y
1151,1,bent,closed,closed,straight,vertical,y
1152,1,bent,closed,closed,straight,vertical,y
